tipo_cruzamento,cidade,radar_leman_endereco,radar_leman_surface_m2,radar_leman_surface_terrain_m2,radar_leman_nb_pieces,radar_leman_link,concorrencia_agencia,concorrencia_url,concorrencia_superficie_m2,concorrencia_superficie_terreno_m2,concorrencia_num_divisoes,diferenca_habitavel_pct,diferenca_terreno_pct,bate_por,divisoes_compativeis
apartamento,Thonon-les-Bains,"7 Avenue de Concise, 74200 Thonon-les-Bains",45.0,347.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.378451,6.488019",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-3-pieces-52439660,46.0,,3.0,2.17,,habitavel,True
apartamento,Thonon-les-Bains,"7 Avenue de Concise, 74200 Thonon-les-Bains",45.0,347.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.378451,6.488019",Leman Property Thonon,https://www.leman-property.com/vente/appartement/thonon-les-bains/en-exclusivite-t2-rez-de-jardin-thonon-st-disdille/,44.0,,,2.22,,habitavel,
apartamento,Thonon-les-Bains,"7 Avenue de Concise, 74200 Thonon-les-Bains",45.0,347.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.378451,6.488019",Agence Barnoud Thonon,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/1-thonon-les-bains/2-appartement/t2/11354-appartement-de-type-2-a-vendre-a-thonon-les-bains/,46.0,,,2.17,,habitavel,
apartamento,Thonon-les-Bains,"8 Chemin de Bachex, 74200 Thonon-les-Bains",45.0,437.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.367774,6.469318",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-2-pieces-52196779,45.0,,2.0,0.0,,habitavel,True
apartamento,Thonon-les-Bains,"8 Chemin de Bachex, 74200 Thonon-les-Bains",45.0,437.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.367774,6.469318",Leman Property Thonon,https://www.leman-property.com/vente/appartement/thonon-les-bains/en-exclusivite-t2-rez-de-jardin-thonon-st-disdille/,44.0,,,2.22,,habitavel,
apartamento,Thonon-les-Bains,"8 Chemin de Bachex, 74200 Thonon-les-Bains",45.0,437.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.367774,6.469318",Agence Barnoud Thonon,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/1-thonon-les-bains/2-appartement/t2/11354-appartement-de-type-2-a-vendre-a-thonon-les-bains/,46.0,,,2.17,,habitavel,
apartamento,Thonon-les-Bains,"8 Chemin de Bachex, 74200 Thonon-les-Bains",45.0,437.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.367774,6.469318",A&P Immobilier,https://www.immobilierapi.com/vente/1-thonon-les-bains/appartement/t2/853-thonon-les-bains-a-vendre-appartement-en-plateau-brut-a-amenager-parking-et-cave-thonon-ouest/,44.3,,2.0,1.56,,habitavel,True
apartamento,Thonon-les-Bains,"15 Chemin de Froid Lieu, 74200 Thonon-les-Bains",46.0,1120.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.366589,6.464733",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-2-pieces-52196779,45.0,,2.0,2.17,,habitavel,True
apartamento,Thonon-les-Bains,"15 Chemin de Froid Lieu, 74200 Thonon-les-Bains",46.0,1120.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.366589,6.464733",Agence Barnoud Thonon,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/1-thonon-les-bains/2-appartement/t2/11354-appartement-de-type-2-a-vendre-a-thonon-les-bains/,46.0,,,0.0,,habitavel,
apartamento,Thonon-les-Bains,"11 Impasse des Edelweiss, 74200 Thonon-les-Bains",45.0,3360.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.375213,6.498081",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-2-pieces-52196779,45.0,,2.0,0.0,,habitavel,True
apartamento,Thonon-les-Bains,"11 Impasse des Edelweiss, 74200 Thonon-les-Bains",45.0,3360.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.375213,6.498081",Leman Property Thonon,https://www.leman-property.com/vente/appartement/thonon-les-bains/en-exclusivite-t2-rez-de-jardin-thonon-st-disdille/,44.0,,,2.22,,habitavel,
apartamento,Thonon-les-Bains,"11 Impasse des Edelweiss, 74200 Thonon-les-Bains",45.0,3360.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.375213,6.498081",Agence Barnoud Thonon,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/1-thonon-les-bains/2-appartement/t2/11354-appartement-de-type-2-a-vendre-a-thonon-les-bains/,46.0,,,2.17,,habitavel,
apartamento,Thonon-les-Bains,"11 Impasse des Edelweiss, 74200 Thonon-les-Bains",45.0,3360.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.375213,6.498081",A&P Immobilier,https://www.immobilierapi.com/vente/1-thonon-les-bains/appartement/t2/853-thonon-les-bains-a-vendre-appartement-en-plateau-brut-a-amenager-parking-et-cave-thonon-ouest/,44.3,,2.0,1.56,,habitavel,True
apartamento,Thonon-les-Bains,"3 Avenue de la Libération, 74200 Thonon-les-Bains",44.0,6811.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.366688,6.477396",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-2-pieces-52196779,45.0,,2.0,2.22,,habitavel,True
apartamento,Thonon-les-Bains,"3 Avenue de la Libération, 74200 Thonon-les-Bains",44.0,6811.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.366688,6.477396",Leman Property Thonon,https://www.leman-property.com/vente/appartement/thonon-les-bains/en-exclusivite-t2-rez-de-jardin-thonon-st-disdille/,44.0,,,0.0,,habitavel,
apartamento,Thonon-les-Bains,"3 Avenue de la Libération, 74200 Thonon-les-Bains",44.0,6811.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.366688,6.477396",A&P Immobilier,https://www.immobilierapi.com/vente/1-thonon-les-bains/appartement/t2/853-thonon-les-bains-a-vendre-appartement-en-plateau-brut-a-amenager-parking-et-cave-thonon-ouest/,44.3,,2.0,0.68,,habitavel,True
apartamento,Thonon-les-Bains,"3 Avenue de la Libération, 74200 Thonon-les-Bains",44.0,6811.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.366688,6.477396",Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+thonon-les-bains+exclusivite-t2-centre-ville-thonon-les-bains+86925991,43.6,,2.0,0.91,,habitavel,True
apartamento,Évian-les-Bains,"16 Avenue De Grande - Rive - Rd 1005, 74500 Évian-les-Bains",45.0,2547.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.402552,6.60947",Agence Barnoud Évian,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/2-evian-les-bains/4-studio/9473-dernier-etage-vue-lac-studio-avec-beaucoup-de-charme/,43.88,,,2.49,,habitavel,
apartamento,Thonon-les-Bains,"13 Chemin du Martinet, 74200 Thonon-les-Bains",44.0,383.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.365251,6.47658",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-2-pieces-52196779,45.0,,2.0,2.22,,habitavel,True
apartamento,Thonon-les-Bains,"13 Chemin du Martinet, 74200 Thonon-les-Bains",44.0,383.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.365251,6.47658",Leman Property Thonon,https://www.leman-property.com/vente/appartement/thonon-les-bains/en-exclusivite-t2-rez-de-jardin-thonon-st-disdille/,44.0,,,0.0,,habitavel,
apartamento,Thonon-les-Bains,"13 Chemin du Martinet, 74200 Thonon-les-Bains",44.0,383.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.365251,6.47658",A&P Immobilier,https://www.immobilierapi.com/vente/1-thonon-les-bains/appartement/t2/853-thonon-les-bains-a-vendre-appartement-en-plateau-brut-a-amenager-parking-et-cave-thonon-ouest/,44.3,,2.0,0.68,,habitavel,True
apartamento,Thonon-les-Bains,"13 Chemin du Martinet, 74200 Thonon-les-Bains",44.0,383.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.365251,6.47658",Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+thonon-les-bains+exclusivite-t2-centre-ville-thonon-les-bains+86925991,43.6,,2.0,0.91,,habitavel,True
apartamento,Thonon-les-Bains,"64 Avenue du Général de Gaulle, 74200 Thonon-les-Bains",40.0,904.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.365335,6.466618",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-2-pieces-52534317,40.0,,2.0,0.0,,habitavel,True
apartamento,Thonon-les-Bains,"64 Avenue du Général de Gaulle, 74200 Thonon-les-Bains",40.0,904.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.365335,6.466618",Leman Property Thonon,https://www.leman-property.com/vente/appartement/thonon-les-bains/thonon-les-bains-t2-duplex-renove-vue-lac/,40.0,,,0.0,,habitavel,
apartamento,Thonon-les-Bains,"64 Avenue du Général de Gaulle, 74200 Thonon-les-Bains",40.0,904.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.365335,6.466618",Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+thonon-les-bains+exclusivite-appartement-de-type-2-avec-cave+86737083,40.0,,2.0,0.0,,habitavel,True
apartamento,Thonon-les-Bains,"64 Avenue du Général de Gaulle, 74200 Thonon-les-Bains",40.0,904.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.365335,6.466618",Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+thonon-les-bains+appartement-t2-thonon-les-bains+86380593,40.25,,2.0,0.62,,habitavel,True
apartamento,Thonon-les-Bains,"47 Avenue de Geneve, 74200 Thonon-les-Bains",39.0,816.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.359663,6.454444",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-2-pieces-52534317,40.0,,2.0,2.5,,habitavel,True
apartamento,Thonon-les-Bains,"47 Avenue de Geneve, 74200 Thonon-les-Bains",39.0,816.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.359663,6.454444",Leman Property Thonon,https://www.leman-property.com/vente/appartement/thonon-les-bains/thonon-les-bains-t2-duplex-renove-vue-lac/,40.0,,,2.5,,habitavel,
apartamento,Thonon-les-Bains,"47 Avenue de Geneve, 74200 Thonon-les-Bains",39.0,816.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.359663,6.454444",Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+thonon-les-bains+exclusivite-appartement-de-type-2-avec-cave+86737083,40.0,,2.0,2.5,,habitavel,True
apartamento,Thonon-les-Bains,"16 Avenue Jules Ferry, 74200 Thonon-les-Bains",88.0,1671.0,4.0,"https://www.google.com/maps/search/?api=1&query=46.372161,6.482775",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-4-pieces-21989784,87.0,241.0,4.0,1.14,,habitavel,True
apartamento,Thonon-les-Bains,"16 Avenue Jules Ferry, 74200 Thonon-les-Bains",88.0,1671.0,4.0,"https://www.google.com/maps/search/?api=1&query=46.372161,6.482775",Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+thonon-les-bains+appartement-t3-thonon-les-bains-concise+87257451,85.92,,4.0,2.36,,habitavel,True
apartamento,Thonon-les-Bains,"16 Avenue Jules Ferry, 74200 Thonon-les-Bains",88.0,1671.0,4.0,"https://www.google.com/maps/search/?api=1&query=46.372161,6.482775",Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+thonon-les-bains+appartement-t4-en-attique-residence-neuve+86566650,87.33,,4.0,0.76,,habitavel,True
apartamento,Thonon-les-Bains,"34 Chemin des Harpes, 74200 Thonon-les-Bains",43.0,438.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.361799,6.482351",Leman Property Thonon,https://www.leman-property.com/vente/appartement/thonon-les-bains/en-exclusivite-t2-rez-de-jardin-thonon-st-disdille/,44.0,,,2.27,,habitavel,
apartamento,Thonon-les-Bains,"34 Chemin des Harpes, 74200 Thonon-les-Bains",43.0,438.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.361799,6.482351",Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+thonon-les-bains+exclusivite-t2-centre-ville-thonon-les-bains+86925991,43.6,,2.0,1.38,,habitavel,True
apartamento,Thonon-les-Bains,"48 Avenue de Geneve, 74200 Thonon-les-Bains",39.0,2448.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.359739,6.455092",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-2-pieces-52534317,40.0,,2.0,2.5,,habitavel,True
apartamento,Thonon-les-Bains,"48 Avenue de Geneve, 74200 Thonon-les-Bains",39.0,2448.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.359739,6.455092",Leman Property Thonon,https://www.leman-property.com/vente/appartement/thonon-les-bains/thonon-les-bains-t2-duplex-renove-vue-lac/,40.0,,,2.5,,habitavel,
apartamento,Thonon-les-Bains,"48 Avenue de Geneve, 74200 Thonon-les-Bains",39.0,2448.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.359739,6.455092",Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+thonon-les-bains+exclusivite-appartement-de-type-2-avec-cave+86737083,40.0,,2.0,2.5,,habitavel,True
apartamento,Thonon-les-Bains,"17 Chemin de Ronde, 74200 Thonon-les-Bains",46.0,2160.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.369551,6.484416",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-2-pieces-52196779,45.0,,2.0,2.17,,habitavel,True
apartamento,Thonon-les-Bains,"17 Chemin de Ronde, 74200 Thonon-les-Bains",46.0,2160.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.369551,6.484416",Agence Barnoud Thonon,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/1-thonon-les-bains/2-appartement/t2/11354-appartement-de-type-2-a-vendre-a-thonon-les-bains/,46.0,,,0.0,,habitavel,
apartamento,Thonon-les-Bains,"11 Chemin du Martinet, 74200 Thonon-les-Bains",44.0,399.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.365367,6.476581",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-2-pieces-52196779,45.0,,2.0,2.22,,habitavel,True
apartamento,Thonon-les-Bains,"11 Chemin du Martinet, 74200 Thonon-les-Bains",44.0,399.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.365367,6.476581",Leman Property Thonon,https://www.leman-property.com/vente/appartement/thonon-les-bains/en-exclusivite-t2-rez-de-jardin-thonon-st-disdille/,44.0,,,0.0,,habitavel,
apartamento,Thonon-les-Bains,"11 Chemin du Martinet, 74200 Thonon-les-Bains",44.0,399.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.365367,6.476581",A&P Immobilier,https://www.immobilierapi.com/vente/1-thonon-les-bains/appartement/t2/853-thonon-les-bains-a-vendre-appartement-en-plateau-brut-a-amenager-parking-et-cave-thonon-ouest/,44.3,,2.0,0.68,,habitavel,True
apartamento,Thonon-les-Bains,"11 Chemin du Martinet, 74200 Thonon-les-Bains",44.0,399.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.365367,6.476581",Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+thonon-les-bains+exclusivite-t2-centre-ville-thonon-les-bains+86925991,43.6,,2.0,0.91,,habitavel,True
apartamento,Thonon-les-Bains,"2 Chemin de la Fléchère, 74200 Thonon-les-Bains",46.0,9386.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.379969,6.484076",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-2-pieces-52196779,45.0,,2.0,2.17,,habitavel,True
apartamento,Thonon-les-Bains,"2 Chemin de la Fléchère, 74200 Thonon-les-Bains",46.0,9386.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.379969,6.484076",Agence Barnoud Thonon,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/1-thonon-les-bains/2-appartement/t2/11354-appartement-de-type-2-a-vendre-a-thonon-les-bains/,46.0,,,0.0,,habitavel,
apartamento,Évian-les-Bains,"22 Route Des Verdannes, 74500 Évian-les-Bains",45.0,9890.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.391787,6.585023",Agence Barnoud Évian,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/2-evian-les-bains/4-studio/9473-dernier-etage-vue-lac-studio-avec-beaucoup-de-charme/,43.88,,,2.49,,habitavel,
apartamento,Thonon-les-Bains,"30 Avenue de Geneve, 74200 Thonon-les-Bains",41.0,931.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.360285,6.457487",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-2-pieces-52534317,40.0,,2.0,2.44,,habitavel,True
apartamento,Thonon-les-Bains,"30 Avenue de Geneve, 74200 Thonon-les-Bains",41.0,931.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.360285,6.457487",Leman Property Thonon,https://www.leman-property.com/vente/appartement/thonon-les-bains/thonon-les-bains-t2-duplex-renove-vue-lac/,40.0,,,2.44,,habitavel,
apartamento,Thonon-les-Bains,"30 Avenue de Geneve, 74200 Thonon-les-Bains",41.0,931.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.360285,6.457487",Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+thonon-les-bains+exclusivite-appartement-de-type-2-avec-cave+86737083,40.0,,2.0,2.44,,habitavel,True
apartamento,Thonon-les-Bains,"30 Avenue de Geneve, 74200 Thonon-les-Bains",41.0,931.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.360285,6.457487",Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+thonon-les-bains+appartement-t2-thonon-les-bains+86380593,40.25,,2.0,1.83,,habitavel,True
apartamento,Thonon-les-Bains,"9 Impasse des Edelweiss, 74200 Thonon-les-Bains",45.0,3360.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.375273,6.498124",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-2-pieces-52196779,45.0,,2.0,0.0,,habitavel,True
apartamento,Thonon-les-Bains,"9 Impasse des Edelweiss, 74200 Thonon-les-Bains",45.0,3360.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.375273,6.498124",Leman Property Thonon,https://www.leman-property.com/vente/appartement/thonon-les-bains/en-exclusivite-t2-rez-de-jardin-thonon-st-disdille/,44.0,,,2.22,,habitavel,
apartamento,Thonon-les-Bains,"9 Impasse des Edelweiss, 74200 Thonon-les-Bains",45.0,3360.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.375273,6.498124",Agence Barnoud Thonon,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/1-thonon-les-bains/2-appartement/t2/11354-appartement-de-type-2-a-vendre-a-thonon-les-bains/,46.0,,,2.17,,habitavel,
apartamento,Thonon-les-Bains,"9 Impasse des Edelweiss, 74200 Thonon-les-Bains",45.0,3360.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.375273,6.498124",A&P Immobilier,https://www.immobilierapi.com/vente/1-thonon-les-bains/appartement/t2/853-thonon-les-bains-a-vendre-appartement-en-plateau-brut-a-amenager-parking-et-cave-thonon-ouest/,44.3,,2.0,1.56,,habitavel,True
apartamento,Évian-les-Bains,"39 Avenue De Grande - Rive - Rd 1005, 74500 Évian-les-Bains",45.0,426.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.402488,6.609494",Agence Barnoud Évian,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/2-evian-les-bains/4-studio/9473-dernier-etage-vue-lac-studio-avec-beaucoup-de-charme/,43.88,,,2.49,,habitavel,
apartamento,Thonon-les-Bains,"26 Avenue Jules Ferry, 74200 Thonon-les-Bains",34.0,262.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.374937,6.485993",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-2-pieces-52558897,34.0,,2.0,0.0,,habitavel,True
apartamento,Thonon-les-Bains,"2 Chemin de la Mouche, 74200 Thonon-les-Bains",43.0,696.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.371031,6.490553",Leman Property Thonon,https://www.leman-property.com/vente/appartement/thonon-les-bains/en-exclusivite-t2-rez-de-jardin-thonon-st-disdille/,44.0,,,2.27,,habitavel,
apartamento,Thonon-les-Bains,"2 Chemin de la Mouche, 74200 Thonon-les-Bains",43.0,696.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.371031,6.490553",Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+thonon-les-bains+exclusivite-t2-centre-ville-thonon-les-bains+86925991,43.6,,2.0,1.38,,habitavel,True
apartamento,Thonon-les-Bains,"67 Grande Rue, 74200 Thonon-les-Bains",40.0,204.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.372939,6.479165",Leman Property Thonon,https://www.leman-property.com/vente/appartement/thonon-les-bains/thonon-les-bains-t2-duplex-renove-vue-lac/,40.0,,,0.0,,habitavel,
apartamento,Thonon-les-Bains,"6 Rue Saint-Sébastien, 74200 Thonon-les-Bains",109.0,1461.0,5.0,"https://www.google.com/maps/search/?api=1&query=46.371822,6.479995",A&P Immobilier,https://www.immobilierapi.com/vente/1-thonon-les-bains/appartement/t5/885-thonon-les-bains-t4-neuf-de-110-m2-au-dernier-etage/,110.0,,5.0,0.91,,habitavel,True
apartamento,Thonon-les-Bains,"17 Avenue du Châtelard, 74200 Thonon-les-Bains",43.0,418.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.375104,6.493486",Leman Property Thonon,https://www.leman-property.com/vente/appartement/thonon-les-bains/en-exclusivite-t2-rez-de-jardin-thonon-st-disdille/,44.0,,,2.27,,habitavel,
apartamento,Thonon-les-Bains,"17 Avenue du Châtelard, 74200 Thonon-les-Bains",43.0,418.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.375104,6.493486",Christelle Vannier Immobilier,https://cvannier-immobilier.com/fr/propriete/vente+appartement+thonon-les-bains+exclusivite-t2-centre-ville-thonon-les-bains+86925991,43.6,,2.0,1.38,,habitavel,True
apartamento,Évian-les-Bains,"3 Avenue De Thony, 74500 Évian-les-Bains",45.0,335.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.393826,6.580496",Agence Barnoud Évian,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/2-evian-les-bains/4-studio/9473-dernier-etage-vue-lac-studio-avec-beaucoup-de-charme/,43.88,,,2.49,,habitavel,
apartamento,Thonon-les-Bains,"2 Chemin des Vignes, 74200 Thonon-les-Bains",44.0,600.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.367516,6.485172",Leman Property Thonon,https://www.leman-property.com/vente/appartement/thonon-les-bains/en-exclusivite-t2-rez-de-jardin-thonon-st-disdille/,44.0,,,0.0,,habitavel,
apartamento,Thonon-les-Bains,"65 Grande Rue, 74200 Thonon-les-Bains",40.0,2100.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.372847,6.479185",Leman Property Thonon,https://www.leman-property.com/vente/appartement/thonon-les-bains/thonon-les-bains-t2-duplex-renove-vue-lac/,40.0,,,0.0,,habitavel,
apartamento,Thonon-les-Bains,"6 Avenue de la Dranse, 74200 Thonon-les-Bains",60.0,998.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.370123,6.494164",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-2-pieces-22694427,59.0,,2.0,1.67,,habitavel,True
apartamento,Thonon-les-Bains,"6 Avenue de Concise, 74200 Thonon-les-Bains",45.0,276.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.378311,6.488024",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-3-pieces-52439660,46.0,,3.0,2.17,,habitavel,True
apartamento,Thonon-les-Bains,"6 Avenue de Concise, 74200 Thonon-les-Bains",45.0,276.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.378311,6.488024",Leman Property Thonon,https://www.leman-property.com/vente/appartement/thonon-les-bains/en-exclusivite-t2-rez-de-jardin-thonon-st-disdille/,44.0,,,2.22,,habitavel,
apartamento,Thonon-les-Bains,"6 Avenue de Concise, 74200 Thonon-les-Bains",45.0,276.0,3.0,"https://www.google.com/maps/search/?api=1&query=46.378311,6.488024",Agence Barnoud Thonon,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/1-thonon-les-bains/2-appartement/t2/11354-appartement-de-type-2-a-vendre-a-thonon-les-bains/,46.0,,,2.17,,habitavel,
apartamento,Thonon-les-Bains,"16 Avenue de la Versoie, 74200 Thonon-les-Bains",46.0,873.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.367957,6.476259",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-2-pieces-52196779,45.0,,2.0,2.17,,habitavel,True
apartamento,Thonon-les-Bains,"16 Avenue de la Versoie, 74200 Thonon-les-Bains",46.0,873.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.367957,6.476259",Agence Barnoud Thonon,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/1-thonon-les-bains/2-appartement/t2/11354-appartement-de-type-2-a-vendre-a-thonon-les-bains/,46.0,,,0.0,,habitavel,
apartamento,Évian-les-Bains,"12 Rue Nationale, 74500 Évian-les-Bains",42.0,1434.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.400377,6.592919",Agence Lehmann,https://lehmann-immo.com/fr/propriete/vente+appartement+thonon-les-bains+appartement-moderne-t2-a-thonon-les-bains+87095867,42.39,,,0.92,,habitavel,
apartamento,Thonon-les-Bains,"15 Chemin du Martinet, 74200 Thonon-les-Bains",44.0,500.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.365164,6.476551",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/appartement-2-pieces-52196779,45.0,,2.0,2.22,,habitavel,True
apartamento,Thonon-les-Bains,"15 Chemin du Martinet, 74200 Thonon-les-Bains",44.0,500.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.365164,6.476551",Leman Property Thonon,https://www.leman-property.com/vente/appartement/thonon-les-bains/en-exclusivite-t2-rez-de-jardin-thonon-st-disdille/,44.0,,,0.0,,habitavel,
apartamento,Thonon-les-Bains,"15 Chemin du Martinet, 74200 Thonon-les-Bains",44.0,500.0,2.0,"https://www.google.com/maps/search/?api=1&query=46.365164,6.476551",A&P Immobilier,https://www.immobilierapi.com/vente/1-thonon-les-bains/appartement/t2/853-thonon-les-bains-a-vendre-appartement-en-plateau-brut-a-amenager-parking-et-cave-thonon-ouest/,44.3,,2.0,0.68,,habitavel,True
